trial,condition,Response,RT,chanel,Acc
T,4,3,0.784337,nonTT,1
T,7,3,0.7164964,nonTT,1
T,3,3,1.7999003,nonTT,1
T,1,3,0.8334328,TT,0
T,1,4,1.1663455,TT,1
T,4,3,0.9332909,nonTT,1
T,12,3,0.8992645,nonTT,1
T,17,3,1.4833755,nonTT,1
T,14,3,1.350202,nonTT,1
T,15,3,1.2004732,nonTT,1
T,0,3,0.8174694,TT,0
T,8,4,1.0162235,nonTT,0
T,13,3,0.9165981,nonTT,1
T,6,4,1.1326489,nonTT,0
T,15,3,0.8154967,nonTT,1
T,1,3,1.0327349,TT,0
T,5,3,0.9862636,nonTT,1
T,2,3,1.1663019,nonTT,1
T,16,3,1.2176043,nonTT,1
T,1,3,1.2846177,TT,0
T,7,3,0.8356394,nonTT,1
T,13,3,0.7345037,nonTT,1
T,5,3,1.2998239,nonTT,1
T,9,3,0.4995707,nonTT,1
T,17,3,1.0173467,nonTT,1
T,2,3,1.1146544,nonTT,1
T,14,4,1.1362156,nonTT,0
T,14,4,0.8847474,nonTT,0
T,6,3,0.8004203,nonTT,1
T,17,3,0.9491228,nonTT,1
T,1,3,0.7934125,TT,0
T,3,3,1.2017607,nonTT,1
T,12,4,0.9997048,nonTT,0
T,5,4,1.1850265,nonTT,0
T,0,4,1.0509477,TT,1
T,17,3,1.0351987,nonTT,1
T,9,3,1.7669193,nonTT,1
T,13,3,0.782104,nonTT,1
T,1,3,0.3984258,TT,0
T,5,4,1.019282,nonTT,0
T,1,4,1.7002196,TT,1
T,6,3,1.5010941,nonTT,1
T,9,3,0.8673517,nonTT,1
T,3,3,0.7662603,nonTT,1
T,17,3,1.2018766,nonTT,1
T,15,3,0.7213555,nonTT,1
T,4,4,0.6627705,nonTT,0
T,13,3,1.1329001,nonTT,1
T,0,4,1.2339834,TT,1
T,14,4,1.4012781,nonTT,0
T,17,3,0.852836,nonTT,1
T,0,3,1.1180809,TT,0
T,7,4,1.2357524,nonTT,0
T,2,3,0.9990974,nonTT,1
T,2,3,1.7182696,nonTT,1
T,10,3,1.0016735,nonTT,1
T,4,3,1.1003106,nonTT,1
T,6,3,0.7487007,nonTT,1
T,0,3,1.6657575,TT,0
T,0,3,1.214187,TT,0
T,9,3,1.7346672,nonTT,1
T,15,4,0.9519426,nonTT,0
T,4,3,0.3846912,nonTT,1
T,17,4,0.832588,nonTT,0
T,2,3,1.2497426,nonTT,1
T,0,3,1.1659723,TT,0
T,13,3,1.1001244,nonTT,1
T,1,4,1.3997513,TT,1
T,17,3,1.0009551,nonTT,1
T,9,4,1.0837885,nonTT,0
T,7,3,1.1324602,nonTT,1
T,1,4,1.0177455,TT,1
T,7,3,0.816947,nonTT,1
T,11,3,0.8666894,nonTT,1
T,4,3,0.750814,nonTT,1
T,0,3,0.8169845,TT,0
T,16,3,1.3007179,nonTT,1
T,12,3,0.7353249,nonTT,1
T,16,4,1.0840147,nonTT,0
T,3,3,0.6524699,nonTT,1
T,2,3,1.0845274,nonTT,1
T,8,3,1.6165371,nonTT,1
T,5,3,0.7181702,nonTT,1
T,15,3,0.7198109,nonTT,1
T,10,3,0.7830576,nonTT,1
T,6,3,1.0499594,nonTT,1
T,13,3,1.4331982,nonTT,1
T,1,3,0.5017034,TT,0
T,1,3,0.7670947,TT,0
T,1,4,1.4513495,TT,1
T,4,4,1.6351123,nonTT,0
T,13,4,1.5002306,nonTT,0
T,3,3,0.6681328,nonTT,1
T,17,3,1.1143457,nonTT,1
T,0,3,1.0708512,TT,0
T,16,4,1.4500046,nonTT,0
T,14,3,1.0183922,nonTT,1
T,6,3,0.6494459,nonTT,1
T,13,4,0.9513666,nonTT,0
T,8,3,0.7164509,nonTT,1
T,7,4,1.216287,nonTT,0
T,0,3,0.7824854,TT,0
T,4,4,1.1156156,nonTT,0
T,16,3,0.8229003,nonTT,1
T,2,3,0.7845221,nonTT,1
T,9,3,1.086726,nonTT,1
T,0,3,1.1821271,TT,0
T,13,3,0.9183714,nonTT,1
T,14,3,0.7002979,nonTT,1
T,10,3,0.6859509,nonTT,1
T,0,4,0.7326076,TT,1
T,15,4,1.3498663,nonTT,0
T,4,3,0.7504008,nonTT,1
T,7,3,1.3009637,nonTT,1
T,1,4,1.5356526,TT,1
T,3,3,0.7845126,nonTT,1
T,0,3,1.5173908,TT,0
T,3,3,0.3184773,nonTT,1
T,13,3,1.4504764,nonTT,1
T,7,3,1.6180877,nonTT,1
T,8,3,1.4324426,nonTT,1
T,11,3,1.617931,nonTT,1
T,11,3,1.066232,nonTT,1
T,5,3,1.0178803,nonTT,1
T,1,3,0.7673296,TT,0
T,0,3,1.248858,TT,0
T,13,3,0.9004889,nonTT,1
T,6,4,1.3873003,nonTT,0
T,14,3,0.7514802,nonTT,1
T,0,3,0.7354995,TT,0
T,4,3,0.9159356,nonTT,1
T,2,3,0.6056762,nonTT,1
T,17,4,1.0163933,nonTT,0
T,8,3,0.8003291,nonTT,1
T,1,3,0.8176954,TT,0
T,8,3,0.8990977,nonTT,1
T,10,3,0.8834334,nonTT,1
T,13,3,0.7155729,nonTT,1
T,4,3,1.1175731,nonTT,1
T,1,3,0.7813154,TT,0
T,6,4,0.8340463,nonTT,0
T,10,3,0.9158672,nonTT,1
T,7,3,0.9502676,nonTT,1
T,0,3,1.4323217,TT,0
T,2,3,1.1329074,nonTT,1
T,17,3,1.3982153,nonTT,1
T,17,3,1.04972,nonTT,1
T,4,3,0.8668197,nonTT,1
T,12,3,1.4673928,nonTT,1
T,6,4,0.733194,nonTT,0
T,1,3,0.6821478,TT,0
T,3,3,0.7679873,nonTT,1
T,11,4,1.6997602,nonTT,0
T,16,4,0.7835066,nonTT,0
T,12,3,0.805391,nonTT,1
T,1,3,1.2659641,TT,0
T,10,4,1.1320007,nonTT,0
T,5,3,0.7194762,nonTT,1
T,6,4,1.0847504,nonTT,0
T,5,3,0.8850882,nonTT,1
T,14,3,0.9831126,nonTT,1
T,10,3,0.8681511,nonTT,1
T,13,3,1.0674952,nonTT,1
T,1,3,0.9861549,TT,0
T,1,3,0.8814313,TT,0
T,17,4,1.1635239,nonTT,0
T,2,3,1.134693,nonTT,1
T,15,4,0.801517,nonTT,0
T,0,3,1.0184114,TT,0
T,7,3,1.6188746,nonTT,1
T,10,3,1.100374,nonTT,1
T,3,3,1.367322,nonTT,1
T,5,3,1.5037116,nonTT,1
T,12,4,1.5028965,nonTT,0
T,1,3,0.6980748,TT,0
T,15,3,0.9848189,nonTT,1
T,4,3,0.8987818,nonTT,1
T,17,3,0.7342613,nonTT,1
T,3,3,0.9351733,nonTT,1
T,1,3,0.6315815,TT,0
T,16,3,0.9165505,nonTT,1
T,0,4,0.9836696,TT,1
T,7,3,0.7988751,nonTT,1
T,13,3,1.1337179,nonTT,1
T,8,3,0.8835169,nonTT,1
T,15,3,0.7162089,nonTT,1
T,15,3,0.6148963,nonTT,1
T,4,3,0.698956,nonTT,1
T,8,3,0.8167688,nonTT,1
T,6,3,0.769906,nonTT,1
T,0,3,0.8025193,TT,0
T,3,3,1.4188368,nonTT,1
T,13,3,0.7824987,nonTT,1
T,0,3,0.7998446,TT,0
T,2,3,0.9658464,nonTT,1
T,12,3,0.803289,nonTT,1
T,0,3,0.6471548,TT,0
T,9,3,0.7000518,nonTT,1
T,9,3,0.7327293,nonTT,1
T,17,3,0.6832256,nonTT,1
T,1,3,0.6652635,TT,0
T,6,3,0.7337651,nonTT,1
T,5,3,1.5005772,nonTT,1
T,1,4,0.9679495,TT,1
T,7,3,0.6820381,nonTT,1
T,5,3,0.8493301,nonTT,1
T,10,3,0.6848408,nonTT,1
T,1,4,0.8685962,TT,1
T,14,3,0.8491662,nonTT,1
T,8,3,0.7507762,nonTT,1
T,3,3,1.3509056,nonTT,1
T,12,3,1.4833654,nonTT,1
T,12,4,0.9833263,nonTT,0
T,10,4,0.981945,nonTT,0
T,5,3,0.7174137,nonTT,1
T,2,3,1.0334931,nonTT,1
T,0,3,0.78418,TT,0
T,0,3,0.7167655,TT,0
T,9,3,1.6169105,nonTT,1
T,8,3,0.784337,nonTT,1
T,12,3,0.7164964,nonTT,1
T,5,3,1.7999003,nonTT,1
T,11,3,0.8334328,nonTT,1
T,0,4,1.1663455,TT,1
T,2,3,0.9332909,nonTT,1
T,6,3,0.8992645,nonTT,1
T,10,3,1.4833755,nonTT,1
T,15,3,1.350202,nonTT,1
T,0,3,1.2004732,TT,0
T,15,3,0.8174694,nonTT,1
T,0,4,1.0162235,TT,1
T,11,3,0.9165981,nonTT,1
T,0,4,1.1326489,TT,1
T,10,3,0.8154967,nonTT,1
T,5,3,1.0327349,nonTT,1
T,2,3,0.9862636,nonTT,1
T,12,3,1.1663019,nonTT,1
T,7,3,1.2176043,nonTT,1
T,14,3,1.2846177,nonTT,1
T,15,3,0.8356394,nonTT,1
T,9,3,0.7345037,nonTT,1
T,1,3,1.2998239,TT,0
T,13,3,0.4995707,nonTT,1
T,2,3,1.0173467,nonTT,1
T,6,3,1.1146544,nonTT,1
T,1,4,1.1362156,TT,1
T,2,4,0.8847474,nonTT,0
T,8,3,0.8004203,nonTT,1
T,17,3,0.9491228,nonTT,1
T,11,3,0.7934125,nonTT,1
T,4,3,1.2017607,nonTT,1
T,0,4,0.9997048,TT,1
T,1,4,1.1850265,TT,1
T,13,4,1.0509477,nonTT,0
T,6,3,1.0351987,nonTT,1
T,14,3,1.7669193,nonTT,1
T,9,3,0.782104,nonTT,1
T,7,3,0.3984258,nonTT,1
T,0,4,1.019282,TT,1
T,0,4,1.7002196,TT,1
T,12,3,1.5010941,nonTT,1
T,16,3,0.8673517,nonTT,1
T,2,3,0.7662603,nonTT,1
T,4,3,1.2018766,nonTT,1
T,4,3,0.7213555,nonTT,1
T,1,4,0.6627705,TT,1
T,14,3,1.1329001,nonTT,1
T,0,4,1.2339834,TT,1
T,3,4,1.4012781,nonTT,0
T,13,3,0.852836,nonTT,1
T,7,3,1.1180809,nonTT,1
T,9,4,1.2357524,nonTT,0
T,9,3,0.9990974,nonTT,1
T,3,3,1.7182696,nonTT,1
T,12,3,1.0016735,nonTT,1
T,4,3,1.1003106,nonTT,1
T,9,3,0.7487007,nonTT,1
T,0,3,1.6657575,TT,0
T,0,3,1.214187,TT,0
T,9,3,1.7346672,nonTT,1
T,6,4,0.9519426,nonTT,0
T,13,3,0.3846912,nonTT,1
T,1,4,0.832588,TT,1
T,4,3,1.2497426,nonTT,1
T,3,3,1.1659723,nonTT,1
T,6,3,1.1001244,nonTT,1
T,1,4,1.3997513,TT,1
T,11,3,1.0009551,nonTT,1
T,8,4,1.0837885,nonTT,0
T,14,3,1.1324602,nonTT,1
T,0,4,1.0177455,TT,1
T,3,3,0.816947,nonTT,1
T,5,3,0.8666894,nonTT,1
T,10,3,0.750814,nonTT,1
T,17,3,0.8169845,nonTT,1
T,0,3,1.3007179,TT,0
T,10,3,0.7353249,nonTT,1
T,13,4,1.0840147,nonTT,0
T,7,3,0.6524699,nonTT,1
T,10,3,1.0845274,nonTT,1
T,13,3,1.6165371,nonTT,1
T,9,3,0.7181702,nonTT,1
T,7,3,0.7198109,nonTT,1
T,15,3,0.7830576,nonTT,1
T,4,3,1.0499594,nonTT,1
T,1,3,1.4331982,TT,0
T,3,3,0.5017034,nonTT,1
T,1,3,0.7670947,TT,0
T,1,4,1.4513495,TT,1
T,5,4,1.6351123,nonTT,0
T,11,4,1.5002306,nonTT,0
T,3,3,0.6681328,nonTT,1
T,14,3,1.1143457,nonTT,1
T,8,3,1.0708512,nonTT,1
T,1,4,1.4500046,TT,1
T,12,3,1.0183922,nonTT,1
T,6,3,0.6494459,nonTT,1
T,1,4,0.9513666,TT,1
T,6,3,0.7164509,nonTT,1
T,4,4,1.216287,nonTT,0
T,9,3,0.7824854,nonTT,1
T,12,4,1.1156156,nonTT,0
T,1,3,0.8229003,TT,0
T,16,3,0.7845221,nonTT,1
T,9,3,1.086726,nonTT,1
T,3,3,1.1821271,nonTT,1
T,4,3,0.9183714,nonTT,1
T,6,3,0.7002979,nonTT,1
T,8,3,0.6859509,nonTT,1
T,0,4,0.7326076,TT,1
T,3,4,1.3498663,nonTT,0
T,14,3,0.7504008,nonTT,1
T,15,3,1.3009637,nonTT,1
T,1,4,1.5356526,TT,1
T,13,3,0.7845126,nonTT,1
T,6,3,1.5173908,nonTT,1
T,9,3,0.3184773,nonTT,1
T,2,3,1.4504764,nonTT,1
T,5,3,1.6180877,nonTT,1
T,8,3,1.4324426,nonTT,1
T,9,3,1.617931,nonTT,1
T,0,3,1.066232,TT,0
T,12,3,1.0178803,nonTT,1
T,0,3,0.7673296,TT,0
T,8,3,1.248858,nonTT,1
T,12,3,0.9004889,nonTT,1
T,0,4,1.3873003,TT,1
T,6,3,0.7514802,nonTT,1
T,2,3,0.7354995,nonTT,1
T,4,3,0.9159356,nonTT,1
T,16,3,0.6056762,nonTT,1
T,1,4,1.0163933,TT,1
T,17,3,0.8003291,nonTT,1
T,7,3,0.8176954,nonTT,1
T,16,3,0.8990977,nonTT,1
T,8,3,0.8834334,nonTT,1
T,12,3,0.7155729,nonTT,1
T,4,3,1.1175731,nonTT,1
T,2,3,0.7813154,nonTT,1
T,1,4,0.8340463,TT,1
T,14,3,0.9158672,nonTT,1
T,5,3,0.9502676,nonTT,1
T,9,3,1.4323217,nonTT,1
T,3,3,1.1329074,nonTT,1
T,14,3,1.3982153,nonTT,1
T,12,3,1.04972,nonTT,1
T,8,3,0.8668197,nonTT,1
T,7,3,1.4673928,nonTT,1
T,7,4,0.733194,nonTT,0
T,16,3,0.6821478,nonTT,1
T,5,3,0.7679873,nonTT,1
T,2,4,1.6997602,nonTT,0
T,1,4,0.7835066,TT,1
T,15,3,0.805391,nonTT,1
T,16,3,1.2659641,nonTT,1
T,0,4,1.1320007,TT,1
T,13,3,0.7194762,nonTT,1
T,11,4,1.0847504,nonTT,0
T,7,3,0.8850882,nonTT,1
T,1,3,0.9831126,TT,0
T,1,3,0.8681511,TT,0
T,17,3,1.0674952,nonTT,1
T,16,3,0.9861549,nonTT,1
T,13,3,0.8814313,nonTT,1
T,2,4,1.1635239,nonTT,0
T,4,3,1.134693,nonTT,1
T,0,4,0.801517,TT,1
T,6,3,1.0184114,nonTT,1
T,2,3,1.6188746,nonTT,1
T,14,3,1.100374,nonTT,1
T,5,3,1.367322,nonTT,1
T,8,3,1.5037116,nonTT,1
T,0,4,1.5028965,TT,1
T,16,3,0.6980748,nonTT,1
T,12,3,0.9848189,nonTT,1
